AuthorID,Author,Date,Content,Attachments,Reactions
"749184540601483264","revo#4962","04/08/2021 2:12 AM","Purdue '25 FYE CompE+ Honors!! BOILER UP!","","upvote (40),🥳 (35),alphap (30),alphao (28),alphag (27),🇬 (25),alphae (25),alphar (26),alphas (25),prismic_groove (20),tada_animated (12),naeleft (4),naeright (4),snoocool (4),blobheart (4),roohappy (4)"
"500476015005532160","wall#8698","04/08/2021 4:53 AM","v cool

nyu '24 here (stern BPE)","","🥳 (46),peepocelebrate (23),👏 (23),tada_animated (22),naeleft (5),naeright (6),duckheart (5),prismic_groove (5),snoocool (5),upvoteultramegasupreme (5),roohappy (5),pikaoh (5),stonks (6),witchfroggie (5),dab (5),👍 (5),meowlu (5),debbieryan (5),carlheart (5)"
"805890241046380564","lilac#4455","04/08/2021 6:51 AM",":alphan: :alphay: :alphau: 
2025
🥳🎉","","🥳 (54),👏 (31),peepocelebrate (26),kirbyheart (24),tada_animated (21),🇳 (23),🇾 (25),🇺 (25),prismic_groove (5),naeleft (5),naeright (5),prayingemoji (5),prayingreversed (5),dab (5),stonks (5),snoocool (5),roohappy (5),pikaoh (5)"
"592530158284439595","c0bra#7777","04/08/2021 1:04 PM","unc chapel hill '25 :peepocelebrate:","","yuh (39),peepocelebrate (31),🥳 (36),tada_animated (21),🇺 (21),🇳 (21),🇨 (21),naeright (4),naeleft (4),blobheart (4),duckheart (4),prayingemoji (4),prayingreversed (4),snoocool (4),prismic_groove (4),roohappy (4),halofroggie (4),pikaoh (4)"
"619546816085491712","anirudhvee#6222","04/08/2021 2:50 PM","UC Davis '25 CS!!","","🥳 (49),9sparkles (30),peepocelebrate (25),tada_animated (22),🇺 (22),🇨 (20),🇩 (22),naeleft (5),naeright (6),roohappy (5),witchfroggie (5),peepoyes (5),dab (5),snoocool (5),duckheart (5),prismic_groove (5),upvoteultramegasupreme (5)"
"456226577798135808","Deleted User#0000","04/08/2021 5:01 PM","Caltech ‘25 😃","","tada_animated (50),🥳 (39),peepocelebrate (26),prismic_groove (23),🇸 (28),🇭 (28),🇪 (28),alphae (26),silver (27),alphah (26),snoocool (5),naeleft (6),naeright (6),duckheart (6),peepoyes (6),roohappy (4),pikaoh (4),stonks (4)"
"739156593966317668","DankSkillz#7253","04/08/2021 6:14 PM","Columbia '25 :froggiedance: Mech E","","pboy (48),🇨 (33),🇴 (32),🇱 (32),🇺 (31),🇲 (30),🇧 (32),🇮 (31),🇦 (31),😤 (24),🥳 (27),prismic_groove (21),alphap (28),⭕ (27),alphag (26)"
"387809330013143041","notsquishy#7448","04/09/2021 2:54 PM","UChicago '25 :froggiedance:","","peepocelebrate (39),🥳 (37),🇨 (27),🇭 (28),🇮 (25),alphau (27),alphac (25),alphah (27),alphai (27),alphag (25),alphaa (27),alphan (23),🇬 (24),alphao (23),nice (14),prismic_groove (7)"
"293927726660845569","Fotor#2918","04/09/2021 5:32 PM","UIUC '25 Electrical Engineering","","🥳 (41),partyblob (25),🇺 (29),alphai (28),alphau (22),🇨 (25),peepocelebrate (3),naeleft (3),naeright (3),roohappy (3),prismic_groove (3),snoocool (4),duckheart (4),dab (3),pikaoh (3),stonks (3),typing (3),witchfroggie (3),🌽 (2)"
"716818216336228402","icedkarim#6526","04/09/2021 7:46 PM","Brown '25!!! :heartlove:","","🥳 (53),tada_animated (31),carlvibe (24),bongoheart (27),Brown (25),yuh (21),alphab (22),alphar (20),alphao (19),alphaw (21),alphan (20),🐻 (17),duckheart (5),naeleft (5),naeright (5),snoocool (6),prismic_groove (5)"
"228659028778156034","Luna#0333","04/10/2021 7:04 PM","wellesley '25 :pinkhearts:","","🥳 (55),peepocelebrate (24),meowhearts (22),👏 (21),alphal (20),alphau (20),alphan (21),alphaa (20),stonks (5),pikaoh (5),prismic_groove (5),snoocool (5),naeleft (5),naeright (5),peepoyes (5),duckheart (5),blobheart (6),dab (5),alphaw (4)"
"321002484791377921","sea#7694","04/11/2021 10:37 AM","cwru ‘25!! 💙","","🥳 (47),peepocelebrate (26),❤️ (25),alphac (27),alphaw (25),alphar (25),alphau (25),peepolove (5),roohappy (5),blobheart (6),duckheart (5),snoocool (5),prayingemoji (5),prayingreversed (5),peepoyes (5),pleadinghearts (5),pikaoh (6),prismic_groove (5)"
"306864006801653761","ci#0221","04/11/2021 3:37 PM","UMICH '25 ON A FULL SCHOLARSHIP :pboy:","","💖 (44),🥳 (37),peepocelebrate (27),alphau (27),alpham (27),alphai (26),alphac (26),alphah (25),🤤 (23),alphas (23),alphaa (21),alphae (21),💸 (16),prismic_groove (7),naeleft (6),naeright (6)"
"372843581691658240","Saintlyfilly47#4554","04/11/2021 4:07 PM","PSU '25 for computer engineering 😎  😤 :fboy:","","🥳 (40),fboy (24),🤩 (24),alphap (22),alphas (22),alphau (21),💙 (19),naeleft (19),naeright (20),prismic_groove (21),typing (5),stonks (5),snoocool (5),peepocelebrate (5),roohappy (5),blobheart (6),witchfroggie (5),upvoteultramegasupreme (5)"
"798703530772398121","-feelalive-#9492","04/11/2021 9:17 PM","cal '25 for business admin!!!!!!! 💙 💛 🐻 🧸","","🥳 (39),prismic_groove (21),peepocelebrate (17),naeright (16),naenaegif (16),naeleft (16),Cal (20),blobconga (17),peepoparty (15),blobrainbow (14),🐻 (16),🇨 (15),🅰️ (14),🇱 (13),pikaoh (4),snoocool (4),duckheart (4),👍 (3)"
"339019306006216706","spapa#6275","04/11/2021 11:11 PM","umich '25 for comp sci!!:peepocelebrate:","","peepocelebrate (43),🥳 (29),prismic_groove (22),4784_crumbdance (18),carlvibe (17),carlypartyslide (18),carlpartysliderev (17),zrmmcheer (18),blobconga (18),🇲 (19),🇮 (15),zzmilkup (17),blobheart (6),naeleft (6),naeright (6),snoocool (6),duckheart (6)"
"557710782406721578","arynlee#0934","04/12/2021 10:33 AM","Vassar College '25! So excited 😀","","yuh (40),richardmoment (22),prayingreversed (22),yougotthis (21),prayingemoji (20),fheart (20),frogcool (21),blobhug (18),alphav (21),🥳 (23),prismic_groove (5),naeleft (5),naeright (5),stonks (5),peepocelebrate (5),blobheart (5),upvoteultramegasupreme (5),witchfroggie (5)"
"626645934629060609","gatby#9496","04/12/2021 1:22 PM","PSU '25 for Mechanical Engineering! :peepocelebrate:","","🥳 (37),prismic_groove (20),blobconga (20),alphap (21),alphas (22),alphau (21),🇪 (19),🇳 (19),🇬 (18),🇮 (18),alphan (19),alphae (19),Pensive_acorn (19),alphar (18),peepocelebrate (6),naeleft (6),naeright (6)"
"591298374867746832","Ambrose#0476","04/12/2021 3:34 PM","Purdue '25 for FYE :peepocelebrate:","","🎉 (36),tada_animated (27),❤️ (25),🥳 (30),🌽 (20),🚋 (16),peepocelebrate (8),duckheart (8),blobheart (7),prismic_groove (7),upvoteultramegasupreme (7),naeright (8),naeleft (8),witchfroggie (9),stonks (8),peepoyes (7),roohappy (7)"
"271812832356466689","Dihydrogen Monoxide#3018","04/12/2021 5:25 PM","UCF '25 for Electrical Engineering! :naeleft: :naeright:","","🥳 (33),alphau (23),alphac (21),alphaf (21),upvoteultramegasupreme (16),💛 (15),🖤 (15),naeleft (7),naeright (7),prismic_groove (7),pikaoh (7),witchfroggie (8),peepocelebrate (8),roohappy (7),duckheart (7),blobheart (7),peepoyes (7)"
"193498178023063552","orangey10#9786","04/12/2021 6:00 PM","Brown '25, intending on concentrating in Music! The dream, the opportunity of a lifetime and more!! 😄 🤎 🐻","","🐻 (42),🥳 (29),alphab (28),alphar (24),alphao (22),alphaw (24),alphan (23),🤎 (21),🎹 (17),🎵 (15),blobheart (5),duckheart (6),peepocelebrate (6),roohappy (5),snoocool (5),prismic_groove (6),naeleft (6),naeright (6)"
"715344537752698954","mintymangoess#6313","04/12/2021 11:07 PM","Ithaca '25 for Theatre Production and design!!!!💙 💛","","prismic_groove (34),peepocelebrate (26),🥳 (28),alphai (28),alphat (25),alphah (25),alphaa (25),alphac (24),Amherst (27),❗ (21),🎭 (19),prayingemoji (8),prayingreversed (7),naeleft (7),naeright (8),blobheart (7)"
"531202106145767436","AKPekka#5055","04/13/2021 11:10 AM","Purdue ‘25 FYE -> MechE! BOILER UP!!","","upvoteultramegasupreme (31),roohappy (25),🥳 (29),prismic_groove (20),prayingemoji (18),prayingreversed (17),alphap (26),alphau (25),🇷 (26),🇩 (25),🇺 (24),alphae (24),peepocelebrate (14),pikaoh (7),typing (7),peepoyes (7),🇱 (1)"
"256236580996513793","thefourthcolour#7855","04/13/2021 2:00 PM","Just committed! Duke '25 baby!","","carlvibe (36),🥳 (33),tada_animated (24),carlpartyslide (23),Duke (28),alphau (27),alphak (26),alphae (26),4784_crumbdance (25),ACOSP_catdance (22),Dancing_Birds (22),BonesDancer (23),😈 (20),alphap (20),alphao (20),alphag (20)"
"221072226722643970","jeremy#1932","04/13/2021 4:45 PM","uc berkeley '25 mech e !!!!🐻 😝","","peepocelebrate (39),🥳 (33),alphac (26),alphaa (23),alphal (20),alphap (18),alphao (17),alphag (18),wearytoast (14),🤝 (12),snoocool (10),witchfroggie (7),pleadinghearts (6),stonks (6),pikaoh (6),upvoteultramegasupreme (7),roohappy (6),duckheart (6)"
"656263350098984961","shub (she/her)#5358","04/13/2021 9:04 PM","stanford '25 math!! 🌲","","alphas (81),alphat (43),alphaa (41),alphan (38),alphaf (37),alphao (36),alphar (37),alphad (37),💯 (21),yuh (25),🥳 (26),alphap (20),alphag (18),prismic_groove (18),peepocelebrate (18),upvoteultramegasupreme (7),snoocool (7)"
"124539457373339648","kshxtij#5865","04/13/2021 9:53 PM","UC Davis for Computer Science Engineering :D","","🥳 (40),upvoteultramegasupreme (24),🇺 (27),🇨 (30),🇩 (27),alphap (15),alphag (18),prismic_groove (16),peepocelebrate (16),yass (14),coolblush (14),blobheart (7),duckheart (8),snoocool (8),peepolove (7),uwukitty (7),stonks (7),typing (9)"
"182824744687501312","retr0#3136","04/14/2021 1:59 AM","Penn State for Business! :peepocelebrate:","","🥳 (36),prismic_groove (21),snoocool (18),peepocelebrate (17),🤑 (18),alphap (24),alphas (21),alphau (24),stonks (16),alphae (15),alphan (14),🇳 (14),blobheart (7),duckheart (8),stare (7),typing (7),roohappy (7)"
"504410973889888257","kawen#8387","04/14/2021 12:25 PM","boston university '25 for elementary education!! ❤️","","🎉 (46),🅱️ (36),alphao (32),alphas (30),alphat (29),alphan (31),alphau (27),prismic_groove (17),heartato (15),duckheart (15),dogekek (12),carlheart (14),blobheart (14),witchfroggie (17),uwukitty (14),ghosthugl (13),kirbyheart (15),pleadinghearts (13),fheart (15),naeleft (15)"
"479491544496209922","clc#4170","04/14/2021 10:46 PM","carnegie mellon SCS '25! 🍉","","peepocelebrate (39),🥳 (38),alphac (25),alpham (24),alphau (23),alphas (21),🇨 (21),🇸 (20),blobheart (15),duckheart (14),carlheartthrow (13),witchfroggie (13),roohappy (13),typing (15),upvoteultramegasupreme (11),peepolove (11),snoocool (11),naeright (11),naeleft (11)"
"501603090353356804","ang¡e#0740","04/14/2021 11:53 PM","northwestern university '25 for journalism @ medill (and political science!) 💜  thank you all so much for your support. you are truly badass and beautiful.","","🥳 (47),alphan (37),⭕ (27),🇷 (26),alphat (23),alphah (23),alphaw (20),alphae (23),alphas (21),🇹 (23),🇪 (25),alphar (23),🇳 (22),duckheart (16),prismic_groove (18),naeleft (17),naeright (15),peepocelebrate (17),😫 (1)"
"712388370109693983","thatboisimon#5416","04/15/2021 2:06 AM","Cal '25 for Mechanical Eng!!!!","","🥳 (40),alphac (24),alphaa (25),alphal (22),alphae (18),alphan (20),alphag (21),yuh (14),pinkhearts (14),ghosthugl (14),meowlu (15),🎉 (15),snoocool (15),👍 (13),peepocelebrate (14),stonks (15),dab (13),prismic_groove (14),witchfroggie (11)"
"213093674656071681","Will#6222","04/15/2021 5:23 AM","UWaterloo '26 for Software Engineering Co-op!!! :peepocelebrate:","","🥳 (38),prismic_groove (22),peepocelebrate (18),stonks (17),meowlu (14),dab (15),alphau (16),alphaw (19),alphaa (20),alphat (18),alphae (19),alphar (16),alphal (19),alphao (17),⭕ (17),snoocool (13),pikaoh (13),upvoteultramegasupreme (12),debbieryan (15),richardmoment (13)"
"722208055487365172","blushyboo#5604","04/15/2021 8:16 AM","UCLA '25 for pre-med!!!","","peepocelebrate (36),🥳 (29),alphau (30),🆑 (24),alphaa (24),🎊 (16),stonks (17),snoocool (14),dab (12),prismic_groove (15),naeright (13),naeleft (12),pikaoh (12),👍 (15),😊 (12),witchfroggie (13),prayingemoji (14),prayingreversed (13),peepoyes (12),alphaj (4)"
"712034883735650336","izMoeedz||#8876","04/15/2021 1:53 PM","USF '25 for Mathematics or CS!!!","","🥳 (39),alphau (34),alphas (30),alphaf (28),pikaoh (17),snoocool (18),prismic_groove (16),dab (19),debbieryan (16),upvoteultramegasupreme (16),naeleft (15),naeright (15),🎊 (19),carlheart (16),innocenteyes (16),prayingemoji (15),prayingreversed (16),peepocelebrate (16),yass (9)"
"276530351344713728","ayub#4442","04/16/2021 5:43 PM","ucla '25 for applied mafs :peepocelebrate:, fight, fight, fight!! :dab:","","🥳 (43),alphau (34),🆑 (34),🅰️ (32),prismic_groove (21),alphap (16),alphao (14),alphag (14),😤 (11),witchfroggie (11),uwu (11),dab (12),naeright (12),dogekek (10),pleadinghearts (10),🇫 (12),🇮 (12),🇬 (12),🇭 (12),🇹 (12)"
"667713846609182720","Stoiven#4870","04/16/2021 10:20 PM","UNIVERSITY OF  〽️ ICHIGAN '25!!!  :alphag::alphao:  :alphab::alphal::alphau::alphae:!!!","","peepocelebrate (35),alphau (36),alpham (35),alphai (36),alphac (36),alphah (35),🥳 (29),〽️ (23),alphag (21),alphao (19),alphab (22),alphal (22),🇺 (22),alphae (21),pboy (14),dab (14),upvoteultramegasupreme (15),typing (14),prismic_groove (11)"
"357313591671652355","mishatherussian#6145","04/17/2021 3:11 PM","UCSD '25 for Cognitive Science w/ specialization in Machine Learning!!","","pleadinghearts (33),🥳 (35),🎉 (29),prismic_groove (20),alphau (29),alphac (25),alphas (27),alphad (26),Dancing_Birds (19),carlvibe (16),naenaegif (17),vibecat (16),alphap (18),⭕ (17),alphag (18),dab (17),peepocelebrate (16),naeright (14)"
"267329597178118144","big0#0121","04/17/2021 6:10 PM","Indiana University '25 :alphah: :alphao: :alphao: :alphas: :alphai: :alphae: :alphar:","","🥳 (47),illuminatiparrot (27),⭕ (31),alphao (29),alphas (26),alphai (27),alphae (27),alphar (26),naenaegif (20),catpop (20),dab (18),prismic_groove (18),upvoteultramegasupreme (19),peepocelebrate (19),naeright (18),stonks (18),witchfroggie (18),snoocool (18),alphah (11)"
"220656448089227264","Whisper#7203","04/17/2021 10:29 PM","UCLA '25 for physics + CSE with regents scholarship!!","","🥳 (46),peepocelebrate (22),alphau (24),🆑 (23),alphaa (23),dab (16),prismic_groove (18),snoocool (15),Dancing_Birds (16),4784_crumbdance (16),zrmmdance (17),BonesDancer (15),dograve (16),vibecat (17),carlpartysliderev (16),duckheart (14),meowhearts (15),upvoteultramegasupreme (16),richardmoment (6)"
"205785829799362571","alpha_#7914","04/17/2021 10:38 PM","University of Washington Seattle ‘25 with a full ride scholarship in the honors program to study neuroscience! 💜💛💜💛","","peepolove (44),🥳 (47),alphau (37),alphad (37),🇺 (36),alphab (37),peepocelebrate (26),snoocool (22),carlvibe (20),4784_crumbdance (21),Dancing_Birds (24),duckheart (21),meowhearts (22),heartato (21),upvoteultramegasupreme (21),dab (19),prismic_groove (21),carlheart (20),looaw (22),bigbrain (18)"
"483877467170406401","sharkie#1097","04/18/2021 2:45 AM","University of Washington Seattle ‘25 Computer Engineering 💜💛💜💛","","blobhug (46),kermlove (37),heartato (32),demonic_cat (27),meowhearts (26),🥳 (30),heartlove (27),carlheart (25),innocenteyes (25),looaw (25),alphad (27),alphaa (26),alphaw (27),alphag (28),alphas (26),upvoteultramegasupreme (21),dab (20),carlblush (21),alphau (29),🇼 (29)"
"674596262582026251","thf_dealer#0120","04/19/2021 1:05 AM","Korea Institute of Advanced Science and Technology '25 CS+Math","","peepocelebrate (36),🥳 (29),😎 (17),carlheart (18),upvoteultramegasupreme (18),alphak (23),alphaa (24),alphai (25),alphas (22),alphat (23),dab (13),typing (13),naeleft (14),naeright (14),upvoteultrasupreme (12),prismic_groove (14),stonks (14),howdy (13)"
"748893278467915797","river#0078","04/19/2021 12:09 PM","moho '25 for psychology and CS","","peepocelebrate (42),blobheart (30),heartlove (27),🥳 (31),peepolove (24),alpham (24),kirbyheart (20),alphah (27),alphac (23),naeleft (17),dab (19),snoocool (16),prismic_groove (17),Dancing_Birds (17),ACOSP_catdance (18),4784_crumbdance (17),carlvibe (15),demonic_cat (11),teehee (11)"
"725794016272318476","ahaha#7729","04/19/2021 6:16 PM","ucla ‘25 for aerospace engineering!","","alphau (42),alphac (32),alphal (32),alphaa (33),nice (22),yuh (19),yass (18),stonks (18),snoocool (22),wearytoast (16),teehee (16),richardmoment (16),roohappy (15),prismic_groove (15),dab (14),duckheart (15),carlheart (15),blobheart (15),🥳 (23),✈️ (16)"
"322448259933143040","moocowgrass#4071","04/19/2021 6:24 PM","USC ‘25 :stonks:","","peepocelebrate (38),alphau (34),alphas (32),alphac (29),🥳 (22),dab (18),snoocool (15),carlheart (14),naeright (13),naeleft (13),upvoteultramegasupreme (13),howdy (13),kirbyheart (12),prismic_groove (15),roohappy (15),👍 (12),nice (12),duckheart (14),wearytoast (14),🚣‍♂️ (12)"
"530566106361102336","Vin E#9744","04/19/2021 8:48 PM","Wesleyan University '25 for molecular bio!","","🥳 (47),Pog (23),naeleft (23),naeright (19),dab (18),roohappy (16),🎉 (18),alphaw (21),🇪 (21),alphas (21),alphal (21),alphae (18),🇾 (20),alphaa (20),alphan (19),🥚 (14),🧬 (15),carlheart (13),howdy (11)"
"716382048582893569","Nemo#9953","04/19/2021 10:41 PM","UCLA '25 for Computer Science 😎😎","","peepocelebrate (42),alphau (34),alphac (32),alphal (31),alphaa (32),🥳 (30),bigbrain (22),prismic_groove (21),howdy (20),typing (18),kermlove (19),dab (14),🇨 (16),🇸 (17),upvoteultramegasupreme (15),nice (15),stonks (15),naeleft (13),naeright (15),💻 (13)"
"439929934757232641","Peter ツ#5398","04/21/2021 6:38 PM","Umich Ross '25 :peepocelebrate:","","peepocelebrate (40),🥳 (28),alphau (27),alpham (25),alphai (24),alphac (24),alphah (26),snoocool (16),dab (16),typing (14),hiro (14),doggohand (13),howdy (15),naeleft (15),naeright (15),carlheart (14),stonks (16),prayingemoji (13),prayingreversed (14),prismic_groove (14)"
"723950091261575269","SamIAm#7139","04/21/2021 7:25 PM","UIUC for CS at Grainger college!","","peepocelebrate (44),alphau (41),alphai (38),🇺 (37),alphac (38),🥳 (27),prismic_groove (19),dab (17),snoocool (18),roohappy (17),typing (17),doggohand (16),naeleft (16),naeright (18),stonks (15),💻 (19),nice (17),howdy (16),🎉 (19),🥚 (18)"
"509723886858797081","Rash#4952","04/22/2021 2:24 AM","Purdue for Computer Science! :prismic_groove:","","🥳 (39),peepocelebrate (23),alphap (27),alphau (23),alphar (23),alphad (22),🇺 (22),alphae (23),snoocool (17),upvoteultramegasupreme (15),typing (14),dab (17),stonks (15),duckheart (15),carlheart (13),nice (15),yuh (13),prismic_groove (16),naenaegif (17),💻 (10)"
"268338640562683904","abxe1901#4276","04/22/2021 3:00 AM","Ohio State for Computer Science and Engineering in the Honors college with the National Buckeye and Maximus Scholarships!","","🥳 (45),dab (24),peepocelebrate (24),upvoteultramegasupreme (23),stonks (22),snoocool (22),prayingemoji (21),prayingreversed (19),prismic_groove (22),carlheart (17),👍 (16),peepoyes (18),duckheart (19),nice (18),yuh (19),innocenteyes (17),naeleft (18),naeright (18),naenaegif (21),debbyryan (12)"
"607445528979963904","Malt#0320","04/22/2021 12:10 PM","lewis and clark for polisci","","peepocelebrate (31),prismic_groove (23),🥳 (27),naeleft (19),naeright (19),snoocool (18),stonks (16),alphal (23),alphac (22),🎉 (18),alphap (19),alphao (18),alphag (19),carlheart (12),prayingemoji (14),prayingreversed (12),nice (15),carlblush (12)"
"691221560811454465","mania#7934","04/22/2021 12:10 PM","nyuad '25 for maybe chem 👀 :duckheart:","","alphan (41),alphay (35),alphau (32),alphaa (27),alphad (27),peepocelebrate (20),🥳 (26),duckheart (19),alphap (22),alphao (20),alphag (20),🧪 (18),🇨 (18),alphah (22),alphae (17),alpham (20),🧫 (17),peepoyes (16),blobhug (15),carlheart (14)"
"340687069657563136","moonsetters#0393","04/22/2021 12:17 PM","committed to UW Seattle for pre-humanities/English lit!!!!!!!!!! :]","","alphau (35),alphaw (29),alphas (25),alphae (24),alphaa (22),🇹 (20),alphat (23),alphag (22),alphao (22),alphah (21),🇺 (21),🇸 (20),🇰 (19),🇮 (19),🇪 (17),snoocool (20),prismic_groove (19),🥳 (23),💜 (11),💛 (11)"
"682354449649369108","Vulture Vomit#1642","04/22/2021 8:22 PM","Committed to the University of Miami to study Biology as a Stamps Scholar!!! Go 'Canes 💚🧡","","alphau (43),alpham (34),alphai (32),alphaa (31),🇲 (30),ℹ️ (30),🥳 (26),blobheart (20),eboy (18),🧡 (19),💚 (16),snoocool (16),alphab (15),🇮 (16),alphao (15),alphal (15),🇴 (15),alphag (15),alphay (13),🧬 (13)"
"181207794232328192","defenestration#3400","04/23/2021 12:10 AM","Duke Pratt '25 for Biomedical Engineering 😈 😈 😈","","alphad (44),alphau (34),alphak (33),alphae (30),flushedultimate (20),alphap (21),alphar (22),alphaa (21),alphat (23),🇹 (22),excitedroo (15),coolblush (14),blobrainbow (20),blobconga (19),🥳 (21),prismic_groove (13),naeright (13),naeleft (12),dab (13),peepocelebrate (13)"
"243105422196604930","ey#6656","04/23/2021 9:49 AM","Committed to Harvard for applied math / economic and the Harvard / New England Conservatory music dual degree program :alphah:","","alphah (93),alphaa (52),alphar (50),alphav (49),🅰️ (50),🇷 (50),alphad (50),peepocelebrate (35),🥳 (39),dab (29),richardmoment (34),🎵 (24),prismic_groove (24),snoocool (25),stonks (23),carlblush (22),howdy (23),naeleft (22),naeright (21),upvoteultramegasupreme (16)"
"394592859031863298","hoy205#7986","04/24/2021 3:23 AM","UTD PREMED ON A FULL RIDE + STIPEND NATIONAL MERIT GANG GANG","","peepocelebrate (41),🥳 (34),alphau (30),alphat (30),alphad (28),prismic_groove (23),naeleft (20),naeright (21),snoocool (20),stonks (18),howdy (22),prayingemoji (19),alphap (21),alphao (21),alphag (20),dab (18),🇳 (17),🇲 (18),🇸 (14),❗ (12)"
"295327501134069760","CæsarSalad#1994","04/24/2021 7:40 PM","Committed to University of Washington Seattle as a Direct Admit to Neuroscience!! 💜 💛","","peepocelebrate (35),🥳 (32),alphau (23),alphaw (27),🅰️ (25),alphas (22),alphah (24),💜 (23),💛 (22),🎊 (16),alphap (18),alphao (17),alphag (18),🎉 (14),🇳 (14),🇪 (14),🇺 (14),🇷 (15),🇴 (16),🧠 (12)"
"430915170550677516","YaBoiReggie#8289","04/25/2021 1:17 AM","Wake Forest University class of 2025 baby :naeleft: GO DEACS!!","","🥳 (41),naeleft (24),naeright (22),r4m (21),alphaw (26),alphaf (25),alphau (22),peepocelebrate (17),🎊 (18),alphap (22),alphao (22),alphag (22),‼️ (16),howdy (15),peepoyes (13),stonks (13),nice (15),prayingemoji (14),dab (14),carlheart (15)"
"245077591357128704","Prada Ambassador#4463","04/25/2021 3:10 AM","UCLA ‘25 MECH ENG :stare: IF YOU WANT DINING HALL SWIPES LET ME KNOW","","peepocelebrate (39),🥳 (35),alphau (30),alphac (29),alphal (29),alphaa (30),😎 (24),eyeshake (24),😉 (23),alphap (22),alphao (22),alphag (21),prismic_groove (19),stare (16),snoocool (14),peepoyes (16),dab (14),howdy (16),stonks (14),🐻 (6)"
